content,score
'이거 원작자한테 허락도 받지않고 TV판 에피소드 탈락된거 짜집기로 만들고 원작료도 주지않고 있다고 들었어요. 왜 스토리가 이상한지 이유를 알고 깨달았죠.  ',2
'너무너무 슬퍼요 대체 남자 주인공 왜 이렇게 갑자기 세상을 떠났는지 모르겠네요 진짜 광광 울었어요 이렇게 마음 아픈 이야기가 있다니 .... 저도 일기 쓰는 습관을 들여야겠어요 ㅠ ㅠ',10
'5%진실과 95%의 상상력. 소현세자의 죽음과 관련한 단 한줄의 실록을 가지고 이정도의 탄탄한 상상력을 만들어냈다 것은 경이로운 레벨. 연출도 상당히 뛰어났다.',10
'',10
'감동입니다 연기.연출.스토리 다 완벽하네요 좋은 영화 입니다',10
'',10
'감동적인 영화 오랜만에 눈물흘리며 잘봤 습니다',10
'과연 눈에 보이는 세계만 진짜일까? 꿈과 현실을 연결 지음으로써 누구나가 가지고 있을 깊은 내면에 대해 생각해 보게 되는 영화 ',9
'너무 재미있게 봤다. 인생영화중 하나!',10
'영화 이상의 감동이 있네요?ㅠㅠ',10
'평소에 잔인한 걸 잘 못봐서 조금 힘들었지만 티모시가 너무 매력적. ',6
'김대건신부님의 영화를 보게되어 너무 좋고 감동적이었습니다.한국에 첫사제가 되기까지 험난한과정..지금 우리는 얼마나 편히 미사에 갈수있는지..',10
'추천합니다.오랜만에 좋은 한국영화.',10
'',10
'스토리가 너무 개연성 없고 설득력이 부족한데 평점이 높아서 놀랐어요 ',2
'솔직히 추천합니다  시간 돈 안아까움 ',10
'너무 감동적이었습니다..',10
'오스트만 남은 영화',6
'',10
'Be yourself의 극단적 은유',10
'뭐지.. 혹시 개봉이 많이 미뤄진 영화인가요',6
'기대 이상으로 좋았다',8
'보정 필터링 없는 그 시절 우리 첫사랑의 민낯. 성장이란건 누군가에게 종속되지 않아도 괜찮을 수 있는 것. ',10
'연출좋고 연기좋고 시나리오좋고 삼박자 다맞음',10
'생각보다 잔잔하고 생각보다 고어하지 않음',8
'8번 봤는데도 감동계속봐도 감동♡',10
'',10
'하... 평점 왜이러죠..? 뒤로 갈수록 읭?? 스런 부분이 많았어요 사랑인지 욕정인지 잘 풀어내지못한듯 ㅡㅡ;;',2
'진짜 다들 꼭 보세요.. 광기 개미쳤음…….. 미쳤다 미쳤어',10
'30세 이상 여성이라면 아묻따 보십시오!',10
'감독이 어떤 감독인지 알면 더 좋은 영화… 관능주의적 철학자라고 불릴정도로 인간의 본능에 대해서 이미 콜바넴으로 증명해준 감독인거 같아요… 콜바넴에서 보여줬던 첫사랑의 아름다움만 보여주지 않고 수치심도 함께 보여줬었는데 이번 영화도 처음에는 자극성만 보이다가 점점 두 사람의 상황에 따라 보는 시점이 달라진 영화인것 같습니다. 잔인한거 못보시는 분들은 비추입니다만 견딜 수 있다 하면 추천 합니다',10
'유해진 연기지린다 스토리 탄탄하고 류준열 작품 선택잘했다',10
'',10
'솔직히 기대 이하.논픽션 이지만 요즘영화 추세에 못미침.',4
'몰입도장난아님...손에힘이들어가서 다끝나고 힘이빠져버림요',10
'배우들을 믿고 끝까지 진짜 잼나게 봤어요',10
'이거 방금 다 보고 집에 왔는데 사실 이거 보기 10분전에 평점을 봤는데 1점대가 많고 재미없다고 해서 재미없나? 라고 생각 했는데 실제로 보니 재밌었고 좋아하는 배우(정경호 배우.)가 나와서 좋았다. 하지만 엔딩이 별로였다. 이유는 보면 알거다.. 스포는 할 수 없기에.. 그래도 이거 말고는 재밌었다.',8
'최초의 신부가 나는 이야기~그때의 세계적인 정세사정와 우리나라의 상황들이 그려졌네요 많은 이의 희생과 순교로 지금 우린 천주교를 자유롭게 믿을수 있게 되었네요 자랑스럽고 뭉클하네요',10
'마지막 대사가 명대사다...ㅎㄷㄷ',10
'이런걸 영화라고 만드나',2
'자랑스런 천주교 신앙 선조들께 새삼 감사합니다 당연했던 종교 생활을 되돌아 봅니다',10
'독수리 잡았을 때 조금만 먹고독수리 안에 폰 넣고 떨궜으면 좀 더 쉽지 않았을까 그리고 마지막에 911 와도 600미터 위의 사람을 어떻게 구할까 궁금했는데 안나오네 ',6
'평점 실화냐 인간이 영화를 만들다 만들다 이런 영화까지 만들었구나 내가 뭘 본거냐 아니 외계+인 평점 그따위로 주면서 이 영화 평점은 왜 높음????',10
'사극연화중 단연톱이라고 단정지을 수 있다',10
'소설보고 좋았는데 영화나온거 보고 바로 보러갔는데 소설과 조금씩다르지만 너무 좋았어요',10
'전체적인 색감과 구도는 좋았으나,9
'신부한데는 과거의 신랑이! 신랑에게는 미래의 신부가! &amp;#39;심야카페&amp;#39;라는 세계관이 재미있었습니다. 이 세계관으로 스릴러 얘기해도 재미있을 것 같아요..다만 이번 편은 살짝 심심하게 따뜻한 느낌.. 일본/대만 영화 보는 것 같았어요.. 글구 엔딩의 문숙/김대건의 시공초월 남매씬은 눈물 울컥이었습니다.. 근래 보기 힘든 잔잔하지만 적절한 유머! 극장에서 잘 버텨낼지는 모르겠지만,10
'진짜 잘 만든 영화에요... 몰입도가 높아서 끝까지 집중해서 봤습니다 정말 오랜만에 잘 만들어진 명작을 본거같아서 기분좋았어요 마지막엔 영화가 관객에게 직접 말을 걸어서 크게 여운이 남고 소름이 끼칠정도였어요',10
'너무 감동받았어요다시 보고 싶어요',10
'힐링이 필요할때마다 보는 영화',10
'초중반까지&amp;#39;만&amp;#39; 재밌음',4
'뼈까지 다 먹음으로써 완성되는 사랑',8
'자기의 위치를 깨닫는 것도 성장의 한 부분이겠지',8
'류준열 짱 멋지게슈룹보다 몇배 재밋네요',9
'마지막 노래로 모든 것을 설명해주는 근래 보기 드문 명작... 여운이 아직도 남는다',10
'음음... 이게 실화라니... 흠흠 도수무~~',9
'정말 감동깊게 봤어요 시대상과 인물상이 정말 깊이있지만 어렵지않게 풀어나가는것이 인상적이었고 보는내내 가슴벅찬 감동이 물결쳐 눈에서 눈물이 끊이질 않았어요. 휴지한장없이 가볍게 보러갔다가 마스크로 눈물을 닦았다는…. 물론 천주교신자라 더 잘 이해가 되고 더 와닿았을지 모르지만 시대상을 그려낸점에서 분명 신자가아니어도 공감하고 충분히 등장인물들에게서 감동을 느낄것이라 생각합니다. ',10
'처음부터 끝까지 한장면도 놓치지 않고 보게되는 몰입감 최고. 아주 복잡하고 디테일한 스토리는 아니지만 한시도 눈을 뗄 수 없음. 남배우들 연기력 끝장.',10
'내용도 재미있었고 배우들이 연기도 잘해서 시간가는줄몰랏다',10
'승리호는 참 사람 많이 타는 영화같다. 즐기며 보는사람은 되게 재밌게 보는데 굳이굳이 평가하려고 보는 사람한텐 별로인 ㅋㅋ 그냥 마음 편하게 내려놓고 보세요~ 애초에 판타지인데',10
'엄마나 딸이나 도긴개긴 근데 우리집 얘기 같음',9
'잔잔한 일본의 감성이 너무 좋았던 영화였습니다. 스포가 되어서 자세히 얘기할 순 없지만 마지막에 누나가 일기쓰는 그 장면 연출이 너무 최고. 또 한번 보러가고 싶네요.',10
'전작보다 액션도 낮고.. 트찰라의 빈 자리는 크게 느껴진다',6
'예전에 tv방영으로 본 후 오래간만에 다시한번보았다.조니뎁의 젊은 미모가 인상적이다.알파치노가 맡은 중년의 삼류건달같은 마피아의 모습이 측은하면서도 인간적이다. 범죄조직을 떠나서 우리들의 아버지의 모습이 떠오른다. 뭔가모르게 알파치노와 조니뎁에게서 측은함이 느껴진다.',10
'어우 수애 누님 연기가..',9
'하늘에계신 우리 주 하느님 찬미받으소서',10
'',10
"'내용은 대체로 예상대로 흘러가지만 스포츠영화를 좋아한다면,,'",6
'',10
'살아 나를 내신 천주를 알고 사랑함이 생의 목적이라보지도 못하고 듣지도 못했던 천주를 먼저 받아들이시고 목숨을 다해 사랑한 선조들의 이야기김대건 안드레아 조선 최초의 사제의 탄생 이야기무한 감사와 감동입니다',10
'천주교 신자로서 한국제1호 신부님인 김대건 안드레아 신부님의 일대기를 영화로 만들엇다는점에서 높은 점수입니다. 그리고 한국의 역사를 다시한번 공부할수있는 영화입니다.',10
'두 말 필요없네요..인생 영화 등극했어요 기대안하고 봤는데 엄청난 감동과 스토리..배우들 연기력도 최고',10
'진짜 최고 진짜 최고 꼭 봤으면 좋겠어요 연기력 연출 스토리 모두 대박이에요 대신 주변에서 영화에 관해서 아무것도 듣지 않고 보세요 꼭!!',10
'무난하면서도 흥미로운 중남미 음악과 요리얘기가 있다. 현재까지 7번 진행중,9
'드럼은 배우면 안되겠다',7
'한번씩 다 보아야할 귀한 영화',10
'끝까지 긴장해서 재밌게봤음',10
'어쩌면 진부했을 이야기를 원석으로 두고그 겉을 화려하고 기괴하게 둘러싼 돌맹이가한데 어우러져 작고 부질없어 보였던 그것이 결국 가장 빛날 수 있는 존재였음을 알려줬다. 참으로 충격적이지 않을 수 없었다. ',10
'윤시윤의 연기가 인상적이었고 감동적이었습니다ㅜㅠ 마지막에 오열했어요',10
'보는 내내 가슴을 울렸습니다.',10
'깊이 생각할 거리를 던져준다 판단은 개인이 아닌 사회가',10
'개인적으로 천주교 신자라 배경을 알고 보니 감동적이었지만,8
'판타지 영화일줄 알았는데 사실적인 주제와 소재가 흥미로웠어요',7
'정말 흥미진진하고 긴장감 넘치는 영화였습니다',10
'친일파 청산이라는 소재는 좋았지만 전체적인 흐름이나 맥락이 살짝 아쉬웠던듯 해요..',6
'이광수가 주연할수 있다고 정녕 생각하는건가? 이러니 망할밖에...',2
'지루하지 않고 시간순삭',8
'몰입감 최고 연기 최고 추천합니다',10
'너무 긴장해서 머리에서 열남. 재밌음.',10
'심심해서 봤는데 더 심심해짐..재미없다 비추천함.',1
'진짜 미쳤다. 연기 연출 최고였다.',10
'나는 임시완이 끝까지 있을줄 알았다',5
'영화 잘봤습니다. 감동입니다',10
'메리 크리스마스---♡♡♡',10
'아름다운 청춘을 영상미로 잘 표현해서 너무 좋았습니다. 한순간일지라도 진심이었던 아름다운 사랑의 여운이 길게 남아 영화를 보는 내내 울먹이는 감정을 참을 수 없었어요. 다시 한 번 더 가서 그 여운을 느끼고 싶은 영화였습니다.',10
'',10
'진짜 오랜만에 영화관에서 영화본건데 성공했네요!! 완전 꿀잼 너무 재밌었습니다!!',10
'생각보다 훨씬 재밌었던 영화. 연기력 보장하는 라인업과 반전있는 스토리까지 너무 좋았음!! 간만에 미쳤다 라는 영화를 본 느낌',10
'여자친구와 손 잡고 봤는데 악력이 이렇게나 셀 줄 몰랐어요 너무 충격적이고 재미있었어요...!',10
'체험하는 기분',8
'',10
'무슨 정신으로 만들었을까...가 포인트.',1
'이 시대를 살아가는 청춘,6
'정신박약 저능아들 역사에 무지한 어설픈 사실을 아는 애들 딱 선동 당하기 좋은 딱 그 정도 수준의 내용과 픽션',1
'진짜 지렸다. 류준열에게서 이병헌이 보였다.제목이 왜 올빼미인가 했는데..진짜 올빼미였다스포가 될것같아 명장면들을 적질 못하겠다',10
'꽤 볼만한 팩션 사극 스릴러',7
'이 영화를 보면서 현실에서의 무능하고 질투심 많은 인조가 윤석열과 매치된다 정말 잘만든 영화 류준열과 유해진의 연기가 압권',10
'간만에 가슴이 따뜻해지고 배경도 과거 추억도 회상되는 영화였습니다. 특히 OST가 너무 좋았네요',10
'간만에 시작부터 마지막까지 계속 흥미진진하게 본 영화입니다. 유해진 배우의 왕 연기도,10
'오랫만에 이리 영화같은 영화를 봤다',10
'',10
'개연성은 살짝 부족하나 간만에 좋은 한국영화를 보는거같아 좋네요',10
'추모하는 마음',6
'올해 가장 재미있게 본 영화!!배우들의 열연으로 시간 가는 줄 몰랐네요',10
'저는 너무 웃겼는데 같이 본 친구들은 다 노잼이래요. 코드가 맞아야 하나봐요.개그코드 맞음 웃겨요. ',10
'몰입하며 봤어요연출력 좋고...연기 좋고사극 스릴러 ..잘 봤습니다추천해요!!',9
'생각이상으로 슬프고 감성적인 내용이 깊게 느껴졌다',10
'캘리포니아 드림은 기억에 선명하게 남지만 스토리는 정말 취향에 안 맞음 여자주인공 행동에 기겁함',6
'꽤 재밌고 우당탕탕 소재였던거같음.평점보고 안볼라했는데 줄거리보고 봄 ㅋ',9
'재미가 없다고 하기도 그렇고 재미가 있다고 하기도 그렇고',6
'스토리 빌드업이 생각보다 괜찮은 영화',10
"'원래 음식도 뻔한게 더 맛있고 계속 생각나듯이 탑건이 그런 영화다. 뻔하고 진부한 스토리이지만 그걸 너무 잘풀어냄. 영상미,스토리,연출,연기",10
'어렸을땐 극장판중에 이거랑 스파이쳔이 젤 재미 없었는데 어른돼서 보니까 엄청 재밌다.어른철수는 진짜 전형적인 영업사원 같고 어른짱구는 Mz세대 같네 ㅋㅋ 아 물론 스파이는 아직도 잼없음 ',10
'여운이 12월 현재까지... ',10
"'궁금한 건 다들 칭찬하면서 평점 왜 짜게 주는지ㅜㅠ소설은 내가 이입해야하는 느낌이면 영화는 강제로 이입시켜쥬는 느낌,",10
'영화를 보며 그동안 알지못했던 사실들도 알게되었고,10
'다들 걸작이라고 칭찬하길래 봤는데 취향에는 안 맞았음 OST는 진짜 최고 국수통이 명품백처럼 보이게 만듦 ',6
'한번 더 봐야지 설리를 이해하러',10
'와 라는 말밖에… 여운이 많이 남습니다.영화 보고 나왔는데 류준열역에 너무 몰입했는지 밝은 곳이 침침하네요..',10
'진짜 너무 재밌게 잘 봤어요 한번 더 보고싶은 영화는 오랜만이네요 배우진들 연기도 너무 잘하고 끝나고도 여운이 남는 영화였습니다 잘봤습니다',10
'뭔가 비어있을때 보면 눈물 펑펑나오는 영화아끼게된 영화',10
'믿고 보는 류준열 모든 배우가 완벽했다',10
'왜 이걸 이제서야 봤는지 모르겠다',7
'',10
'설리귀여움 마이크도ㆍ',10
'처음부터 끝까지 집중하게 만들었다...',10
'결말이 뭔지모르겠는... 재미없어요',6
'코로나 이후로 영화같은 영화로는 처음이었던 것 같습니다. 영화 ‘사도’ + 공포/스릴러가 추가됐다고 보면 되고요..정말 재밌습니다',10
'생각보다 반전도 있고 사극에서 스릴러라는 요소도 좋았어요 !',10
'뮤지컬 영화인데 기억나는 노래가 없음 ',5
'모든 감정에 공감할 수 있었다. 나를 포기하지 않고 이끌어준 모두에게 감사를...',10
'조선시대 신유박해때 수많은  천주교 신자들이 박해를거쳐 순교를 하였지요~~나는 천주교인이오살아도 천주교인죽어도천주교인입니다~~가슴이 뭉클합니다',10
'세상에 이토록 아름다운 트릴로지가 있을까??이전에도 없었고 앞으로도 쉽지는 않을듯 합니다....정가형제 최고입니다.. ',10
'쿠엔틴타란티노 따라하고싶었던 영화 그이하도 안됨',2
'중간에 끼어든 뮤지컬 같은 장면만 빼면 만족스러운.. 재밌었어요',8
'책 내용 그대로 영화로 잘 만들었다고 생각합니다.그리고 OST가 굉장히 전달하고자 하는 분위기를 잘 전달한 것 같아요.너무 재밌게 잘 봤습니다.',10
'재밌게 잘봤어요 유해진 배우님 짱짱',9
'알바들 많네~말도 안되는 스토리에 짜증나서 뛰져나갈 뻔',2
'진심으로 재밌게 봄. 그냥 메시지는 외계인 죄수 형벌 집행에 엮인 인간의 자유... 살짝 버무려서 너무 내 취향인데.. 나만 재밌게 봤나 근데 진짜 영화 1부로는 부족할 것 같고 무조건 2부 나와야한다. 그래서 성공해야하는데.. 슬프다... 2부보고싶다캐릭터 전부 매력있어서 좋다. ',9
'음악이 조금 절제되었다면..',6
'여운이 남는 영화가 될 것 같아요 재밌게 잘 봤습니다',10
'재밌게봤습니다. 끝에 용서나 핵심악인 한명은 살아남는 지지부진한 결말없이 모두 처단해서 통쾌했고..그냥 나쁜 짓했음 벌받아야한다고 이성민의 행동까지 나쁘다고 매도되는건 좀 아쉬웠네요',8
'아무리 영화라도 말이 안되는 전개가 몇몇 있지만 지루하지 않고 심심할때 볼만합니다',7
'극장템임',6
'긴장감이 끊이지.않음',8
'아.. 티모시좋아해서 후기보고 갠찮겠지하고 봤뉸데.. 좀힘들었어요..ㅠㅠ속이안좋아요..',6
'배우들은 수준급 스토리는 영화를 얕보고 있다',2
'최고지 진짜 또봄 영화관에서 봤을때가 생각난다 ',10
'스토리도.코믹도.감동도.연기도.뭐 하나 봐줄수가 없는 없을 무의 영화라니..감상포인트 없인 등록이 안되서 영상미에 별 ',2
'러닝타임이 길어 전개가 좀 지루한 면은 있지만 김대건 신부님의 삶과 죽음이 참 간절하고 가슴 아팠다ㅠ',8
"'몰입도가 진짜 높았고 믿고보는 유해진,류준열이었는데 역시나 최고의 영화였습니다'",10
'초반은 이게 무슨 내용인가 싶은데 후반으로 가면 코미디 영화치고는 흥미진진하고 가족애를 느낄 수 있는 그런 영화였어요 진짜 재미있다 이런 말은 못 해도 시간과 여유가 있으면 볼만한 영화같아요',9
'음..신선한데 스토리를 참신해서 좋아어요',10
'어리지 않은 사랑에서 여린 피비린내가 흐른다',8
'올해 봤던 영화중 최고... 공포영화 급... 짜릿한 전개 아주 재미있게봤고 모든 장면 하나하나 다 기억나요!',10
'의도는 좋았는데 영화를 너무 못만들었음 ㅠ',1
'배우들의 열연이 나를 슬프게 한다.',1
'',7
'',5
'',7
'이민기ㅠㅠㅠ 개슬퍼 ㅠㅜ',10
'',9
'어리다고 모르는건 절대 아니고 어른보다 어리다고 볼 수 없다.',10
'마동석은 이제는 그냥 하나의 장르다. 연출은 조금 방황했지만,10
'처절하고… 지독하다..',8
'',6
'',5
'인생영화 감정을 불러올수있는',10
'재밌게잘봤습니당',9
'  자극적으로  전달하지 않고  종교에 국한하지않고 그것을  넘어 우리나라의 근 현대사를 잘 전달한  영화.. 잔잔한 감동으로 다가오는 영화   연말에  꼭  봐야할  영화',10
'코믹한 연기 재미있습니다',10
'여운이 오래남네요. 박해일씨 눈빛연기좋아요',10
'이런 걸 기대하고 원피스를 보려는 게 아닌데.',4
'류준열이 참 잘하더라구요!!! 소현세자? 나오신분도..우와...',10
'인조는 왜 류준열을 안죽이고 보내줌? 미친거지',7
'진짜 오바임..개재밌음 제발봐주세요',10
'돈이 아깝지않았네요오랜만에 보는 영화였는데 너무 재밌었습니다.',10
'답답하다. 숫자만 세고 있네.',1
'산사태 제기랄대단하다 연출',2
'진짜 좋았습니다 감동적이였네요 ',10
'역사 소재는 별로 안 끌려하는 편이라 기대 없이 봄 근데 진짜... 반전의 반전 재밌어요 개인적으로 범죄도시2보다 스토리 탄탄하고 정말 잘 만든 듯 함 소재도 신박해서 흥미롭고 연기도 정말 잘 함 왜 이렇게 화력이 약한지 의문인데 다들 나처럼 역사? 별로 일 거 같은데.. 해서 안 본 것 같음ㅜ 스토리는 역사지만 딥하지 않음 아예 몰라도 지장 없음 아무튼 고민하다가 본 거지만 정말 만족함 오랜만에 좋은 영화 봤네요 고민중이면 진짜 보는 거 추천함',10
'원피스 극장판의 새로운 시도',10
'1995년도 작품.내가 5학년때 만들어진 영화를 2022도에 제대로 보게되었다.',10
'여운이 길다 여운이 길다',10
'간만에 시간 가는 모르는 사극 영화를 봤다아주 추천.',10
'시간 가는줄 모르고 봤어요',10
'원작반에반에반도 못따라감각색을하지말고 원작에 충실했으면좋았을것을.. ㅉ ㅉ ㅉ',4
'순수함이 보는내내 미소짓게 만든다',10
'종교에 상관없이 신념을 가진 순교자의 생에 울컥,10
'마이너스 점수가 있으면 주었을 것. 동성애를 이제 아이들에게도 주입시키겠다는 디즈니... 선 넘었다.',1
'솔직히 지루한 부분도 있었지만 전체적인 내용은 좋았어요 원작 책 읽지 않고 대략적인 내용만 알고 혼자 가서 관람했는데 남주 여주가 잘 어울렸고 내용도 너무 좋았어요 뻔한 스토리일 수 있지만 연기도 잘하고요. 마지막에 너무 슬퍼서 눈물이 나오더라고요 이 부분만 여러 번 보고 싶어요 ',9
'갈수록 잼나는 것 같아요 조카들에 대한 최고의 선물어깨 어쓱ㅋㅋㅋ',10
'최고 어릴적 상상만 했던 그 모습이 영화로..',10
'시도는 좋았으나 그저 그런 보통 영화',6
'연출 영상미 모든게 최고인영화',10
'아름다운 인간에 대한 이야기.',10
'',10
'성부와성자와성령의이름으로아멘.감동적이고여운이많이남는..개인적으로너무잘봤고.너무잘만들어진영화같아요.',10
'재밌는데? 나이들어서 봐도 분기별로 생각남특히 짐캐리연기 미쳤음',10
'손에 땀을 쥐게 만드는 영화가 너무 오랜만이었음',10
'오랜만에 미친영화였다 진짜 재밌어요ㅠㅜㅜㅜ 꼭 보세요…. 사극 개싫어하는데 이번에 생각바뀜',10
'어이없는 결말.^^ 불행한 일을 겪은 친구를 없애야 나머지 생을 편안하게 살 수 있다는건가..?ㅡㅡ 왜 자기들끼리만 행복한 결말인지..시간아까움 ㅠ 빡침.. ',1
'기억 속에 없지만 마음속에 분명하게 남아있는 추억들을 그리워하며',8
'갈수록 지루한 전개와 정신없는 마무리는 아쉽다..',4
'믿음직한 배우들의 최선의 연기를 보았다.그래서 시간 가는줄 모르고 영화를 보았다.',10
'동석이형…아무리 형이라도 이건 아니야…극장에 나 포함 3명 있었어 이거 절대 보지 마세요',1
'류준열배우 연기가 정말 좋았음 유해진배우는 좀 경박스러운 왕을 표현했다면 정말 연기의 신!! 연출 정말 소름돋고 좋았음 올만에 잼난거 봄 후반 결말이 쬐금 함',10
'찌질하고 무지한 왕소현세자와 강 빈은 얼마나 한이 쌓였을까...궁궐은 너무나도 무서운 곳이다',10
'남주 얼굴 미쳤습니다영화 너무 슬퍼요ㅠㅠ이 영화 진짜 추천 합니다',10
'완성도가 정말 높은 영화',10
'동질감으로  시작된 로맨스,8
'돈이 안아까운 영화는 오랜만',10
'죽기 전에 보세요 울 담임쌤은 두 번 봤고 저도 또 보러 갈 거예요 아빠랑 엄마랑!! 진짜진짜 재밌어요 일단 보세요 9점 준 사람이 이해가 안됨',10
'생각이하로 재미 1도없음스토리 구성력이 아주 꽝임절대 추천안함',2
'긴장감있는 전개로 시간가는줄몰랐다류준열 연기 대박 ',10
'연기천재들이다모임봐도봐도감동',10
'사랑같은거 하지마...',10
'진짜 재미없어요. 딴거 보세요. 동감이나 데시벨 올빼미 보세요..',1
'인생 최악의 영화다  이영화 출연한 배우들 참 생각이없다  이런걸 찍으면서 이건 아니다 싶은 생각 안들었나요?니들은 배우들도 아냐  쪽팔린줄 알어라  여태 살면서 본영화중  최악중에 최악  아니 평가할 가치도 없다.',2
'근래본 한국영화중 수작',10
'재가 생각했던 그 이상으로 재미있어요',9
'재가 생각했던 그 이상으로 재미있어요',9
'가짜에 대한 로맨스적 고찰',10
'재미있게,10
'너무 기대가 컸었나봅니다ㅠㅠ다큐를 찍던지 영화를 하던지 이것도 저것도 아니네요 원래 영화평 거의 안쓰는데 너무 기가 막혀서 평 쓰고 있네요  이 영화 어차피 관객이 주로 기독교인(가톨릭이건 개신교건)일걸 알고 만들었는데 너무 신앙적 고민없이 사건 나열 인물나열식의 전개네요 도무지 몰입이 안됩니다 감동받으려고 작정하고 갔는데 감동대신 화만 나네요 차라리 다큐면 나레이션이나 그밖에 레퍼런스나 전문가 인터뷰 등으로 역사를 잘 알게 해줄것 같던데요 극영화란 형식을 빌렸다면 꼭 있어야할 영화전 상상력은 어디 있나요? 대체 서사라는게 있기나 한건가요? 게다가 요즘은 연기 잘하는 조연배우들 너무나 많던데 영화장면인지 대본연습(것도 연습 중 엄청 깨져야 마땅할)같은 그 대사처리는 오금이 저려 듣기가 힘든 적이 너무 많았네요김대건 신부님이 세례받는 장면부터 순교하는 그 순간까지 주요사건 중요인물을 모두 등장시키려는 감독의 욕심이 영화를 망쳤네요 ㅠㅠ평점이 7점을 넘는건 그들이 대부분 기독교인들일 것이고 영화에 대한 개콴적 평가가 아니라 왠지 낮은 점수를 주면 안될것 같은 모종의 신앙적인 부채감이었을거라 생각합니다 플롯 엉망,2
'내용도 연기도 모두 감동입니다',10
'재밌었어요 진짜 짱 재밌네요',10
'와,6
'영화는 좋아요하지만 제 취향은 아니네요',7
'류준열 보러갔다가 유해진에 빠져버림!!!!',10
'재미있게 잘 봤습니다 재미있게 잘 봤습니다',6
'누가 재미없다했냐 ㅋㅋㅋ ㅈㄴ재밌게봤네 이런영화 너무좋음',10
'이정도면 근래본영화중에 단연탑임 ㅜㅜ제작비가 얼마나들었는진 모르겠는데왜 다른 거액제작비들여서 만든영화보다 감동이있는건지 ㅜ 요즘 영화재밌는게 없었는데 오랜만에 돈안아까운 영화였습니다',9
'숨 졸이며 재미있게 잘 봤습니다',10
'영화가 끝난 후 여운이 남아요 ',10
'너무 재밌고요 그 특유의 일본 감성도 너무 좋았구 주인공 배우들이 다 너무 이쁘고 잘생겨서 좋았어요 그리고 정말 죽기전에 봐야할 영화중 하나인듯 합니다 ㅠㅠ 정말 슬프고 감동 재미 다 있습니다 꼭 추천 합니다 !!',10
'마동석은 액션 빼면 안된다',1
'눈물 터지고 감정추스르지도 못하고 극장 나섬ㅜ',10
'영화관에서 봐도 돈아깝지 않은 영화. 예고편을 안보고 영화를 봤는데 참 재밌었다. 예고편을 보고 영화를 봤으면 재미가 확실히 반감됐을 듯.',9
'&amp;#39;해가 뜨는 순간&amp;#39;의 의미를 비튼 연출과 두 주연(개인적으로는 유해진 배우님이 정말... 와...)의 호연이 눈에 띄는 수작이었습니다',10
' 돈이 아까운 영화...',2
'캐스팅은 좋았으나,6
'작품이 기대가 됩니다.',10
'독 때문에 눈알 뒤집어 지는거 빼곤 볼만했어요',6
'상영시간내내 은총받는 느낌이였어요 잔잔한데 지루하지않고 끝까지 놓칠수없는 장면들과 우리나라의 첫신부님이 되신 역사적인내용들도 있고 끝까지 감동입니다',10
'소설책을 보고 봐서 원하는 장면이 나오지 않아서 많이 아쉬웠지만 진짜 완전 슬퍼서 울었어요주변에서 훌쩍이는 소리도 나고... 완전 집중해서 봤어요',10
'',10
'그저 올드하기만 하고 새 시대의 것이라고는 찾아볼 수 없는 추억 재가공하기',6
'',9
'긴말 필요없이 꼭 봐야함',10
'배우분들의 연기가 너무 재밌었습니다!',10
'조금 더 길었으면 할만큼 재밌었습니다',10
'재밌는데 ㅋㅋ 영화관에서 보기에 돈아깝긴 하겠네',10
'한번더보고싶네요 대박',10
'웰메이드 무비입니다.',10
'이거 보고 냥이가 좋아졌다. ',7
"'일단 역사적 사실이 감동이 없으니 세드엔딩이라고 보시면 됩니다천경수라는 인물로 인해 스토리를 잘 풀어가고 소현세자가 죽을 때 연출의 충격은 아직도 잊지 못합니다 결국 정치질이라는 현실도 잘 담아냈어요 다만 초반에 중전과 세자빈의 나이가 비슷하고 세자의 원손,중전의 어린아들 때문에 살짝 누가 누군지 혼란스러웠지만 올해 본 영화 중 가장 인상깊고 재밋었습니다'",10
'대사가 빨라서 일부 못알아 듣는거 빼면  재밌는데?? 평이 극과 극인듯.ㅋ',8
'어둠 속에서 빛을 향한 자의 이야기',9
'기대한 것보다 훨씬 더 탄탄한 스토리가 감동임다',10
'기대 안하고 봤다가 펑펑 울고 끝났네요.. 레이디 가가 노래는 당연히 잘하는데 연기까지 잘하네요.',10
'감동있음. 재밌음. ㅜ.ㅜ',8
'이성경 황우슬예 캐릭터 겁나 이쁘고 사랑스럽네ㅋㅋ그것만 볼만했다ㅋ',10
'늬들이 한국에 와서 뼈해장국을 먹어봐야 그 짓을 안 하지...',9
'고등학생 때 본 그 감정이 지금 봐도 여전히 느껴지는 명화! 너무 그립고 그립다.',10
'너무 재밌게 봤다.',10
'이 영화에서 말하고 싶은 내용은 뭘까?.. 살인마와의 아름다운 사랑?? 살인을 미화하는 영화는 없어져야 한다..',1
'우솝과 야솝으로 시작해 밀짚모자 일당과 빨강머리 해적단을 번갈아 보여주는 연출이 백미',7
'씹덕감성 집어넣은 인도영화',10
'카메라 플래시가 터지는 순간 모든 것이 이해 돼 버렸다. 애석하게도. ',8
'종교가 역사에 악용되는 것이 싫다믿음의 선조들이 목숨으로 지켜낸 숭고함이  요즘 시대의 우리들은 마음에 깊이 와 닿지 않는것 같다',8
