score,content
2,"크기도 넉넉헤서 편안한데 안감이 너무 부드러워서인지 보풀이 일어서 불편하네요.
구매평보고 고민안하고 100장이나 샀는데 후회중입니다.ㅠㅠㅠ"
2,리뷰가많아서 삿는데 너무 사이즈가커요ㅜ 사이즈만쫌 작앗더라면 별5갠대 한번꼬아서 해야하는번거로움때문에 2점드려요ㅜ
2,재질도 별로 이거쓰면 입주변에 트러블이 많이나서 사용 못하겜ㅅ어요
2,택배 박스랑 상품 박스 다 찌그러지고 찢어진 상태로 배송왔네요. 기분이 너무 나빠서 다음부턴 안 시키겠습니다.
2,여름에쓰김더워요 힝
2,"음 얼굴에서 많이 떠요 ...
보통 대형들 보다 더 많이 떠요 ..."
2,"마스크는 쓰기 편안했어요 근데  배송 시 문앞에 두라 했는데, 안내문자도 없이  택배아저씨 맘대로 경비실에 두고,  문자로 문의하니  그제서야  문자보냈다고 거짓말에, 배송요청방법도 딴소리합니다, ㅠㅠ 한인택배아저씨 종종 이러네요ㅠㅠ"
2,부드럽지않고 볼에 마스크면이 거칠하게 느껴져 자꾸만지게되요 ㅠㅠ괜히많이 삿어요 ㅠ
2,"왜 평이 높은지 이해가 안되네요. 

우선 엄청 가볍습니다. 근데 기분좋은 가벼움이 아니라 내가 마스크를 찼는지 안 찼는지도 모를 가벼움에 바람이 불면 얼굴에 떠서 날아갈 것 같습니다. 그만큼 밀착력이 없다는 뜻이지요. 특히 턱 아랫부분, 마스크 끈부분 진짜 별로예요.

그리고 보풀 진짜 심해요. 얼굴에 벌레 기어다니는 줄 알았어요. 제발 사지 마세요.

평점에 속아 구매했는데 싼게 비지떡이네요. 제가격내고 다른 좋은 상품 구매하세요. 다 버리고 싶어요."
2,귀안아프고 괜찮네요 소재는 그냥그래요
2,품질대비 가격이 비싸요
2,복불복으로 양쪽 절단부위가 날카로워서 따가울때가 자주 있습니다. 매번 손톱깍이로 잘라서 착용합니다.
2,나쁜편은 아닌데 숨을 쉬면 숨이 통과하는게 아니라 코 사이로 밀려나가는듯...
2,약간 뻣뻣하네요 부드러운걸 원했는데
2,흠 끈이 너무 긴건지 마스크큰건지 헐렁해요 밀착되는느낌이없어요..
2,너무 커요 줄도 길고 헐렁헐렁.. 답답함은 덜한데..
2,"코로나 생기고 마스크 산것 중에 제일 커요
고무줄이 너무 헐거우니 마스크가 얼굴에 붕 떠있어서
밀착이 안되네요 저렴해서 샀는데 매번 쓸데마다 묶어야해서 번거롭고 재구매는 못할것 같아요"
2,배송이 엄청 빠르고 ㅋㅋㅋ 마스크 가볍고 얇아서 엄청 편해요!!!!! 너무너무 만족해요
2,KFAD 비말 차단마스크는 심하게 그리고 쉽게 보푸라기가 일어나서 쓰기에 불편합니다.
2,일주일정도 써본 것 같아요. 크기는 큰 거 감안하고 샀어요. 하루종일 마스크 쓰고 있는데 마스크 안쪽이 보풀 있는 것처럼 자주 간지러워요. 그리고 마감처리가 제대로 안 돼있는 건지 코 와이어 있는 날개 부분이 좀 거칠어서 저번에 쓴 건 피부 쓸리는 느낌이었어요. 턱쪽 마스크 닿는 부분은 트러블이 계속 생기고 있어요... 열심히 찾아보고 좋다고 해서 산건데 아니겠지 하다가 그동안 싼 거 쓸 때도 안 생기던 트러블이 생긴 거 보고 리뷰 남깁니다ㅠ
2,별로에요 안감도별로구요 더원한것도있던데...암튼...별루입니다
2,"KF 94 100매와 또 100매 함께 구매하여 함께 받았습니다. 물품대금 76,000인데 80,000원 결제되었어요. 아마 배송비 추가된 것 같은데 정당하게 계산된건가요?"
2,남자들 쓰기에 넉넉하다고 기대했는데 역시 짧다고 하네요~~ 귀끈 좀 넉넉하게 만들어주세요
2,마스크 숨쉬기 좋다해서 산건데 그닥 모르겠습니다.. 전에 쓰던거랑 똑같음..  AED서비스? 준거는 괜찮아서 별두개줌
2,턱에 뭐가 엄청올라와요 ㅠ
2,부모님께 보내드렸는데 땀차니 피부가 까끄럽고 따갑다고 반품해달라하셨습니다. 뺨이 빨개집니다. 이미 몇장 쓴상태라 반품안하고 가게손님들이나 지인들께 나눠주시던지 겨울에 쓰시라고 죄송하다했습니다. 여름엔 피부 예민한분들은 안 맞으실수 있을것 같습니다.
2,얇은 여름용 마스크 찾다가 가격도 저렴하고 해서 주문했어요 비교적 얇고 숨쉬기는 편한데 안쪽에 보풀이 많이 일어서 칙용하자 마자 입쪽이 간질거려요 재구매는 못할것 같네요
2,"내피 쪽이 까끌까끌해요, 피부트러블 생길까 겁나네요
오늘하나 썼는데 이것만 그렇기를 바래봅니다.."
2,사용하기 불편해요 턱부분이 긴듯
2,"사이즈는 좋은데 
섬유조직 실오라기가 계속 나와요&hellip;."
2,배송은 빠르나 엉망이 되어서 도착했네요. 겉에 박스뿐만아니라 안에 물품까지 완전 찌그러져 도착. 보자 마자 기분이 너무  나쁘네요.
2,여름용 아주 얇은건줄 알고 주문했는데 더웠어요..땀차고
2,"티셔츠 주문한줄알았네요
마스크는 박스포장이 기본아닌가요?
비닐에 싸서 보내니 박스찌그져서 오네요
그정도는 판매자도 알만한 텐데&hellip;원가 절감을생각해서 그런거 아닌가 싶네요&hellip;"
2,대형인데 다른 마스크보다 작아요 왼만한 남자들이 하기엔 불편하고 작네요
2,마스크 줄이 너무 짧아 귀가 아파요
2,"마스크 매번 다른걸 써도 크다,,,끊이 길다 못 느겼는데...좀 긴듯합니다"
2,사용감은 그저 그래요. 근데 사용하다보니 완전포장 되어 있는데 제품이 없는게 있네요?ㅋㅋㅋ
2,"목요일 오전 8시 넘어서 주문해서 금요일이나 토요일 받겠지 생각했습니다. 금요일 도착 예정이 94%였거든요. 월요일 오전 상품을 사용해야해서 주문했는데.. 금요일, 토요일, 일요일 아무 응답이나 물건 전달은 없었습니다. 회사 이벤트 완전 물거품이 되었습니다. 7년차 회사 생활 중 처음 있는 실수였죠. 월요일 11시 넘어서 이벤트 끝나고 문자가 오더라구요. 'ㅇㅇ택배 입니다.
고객님 택배'문앞' 배송되었습니다.' 
회사로 시켰는데 문앞이요? 회사 가보니 물건 온지 아무도 모르더라구요. 제가 꺼내서 옮겼습니다. 물건 자체나 서비스는 괜찮은데 단지 전 배송이 중요했어서 그거 때문에 리뷰 남깁니다. 다른건 웬만하면 다 좋다고 하거나 란좋으면 리뷰 남기지 않지만 이번건 너무하더라구요. 택배사를 바꾸시면 좋겠습니다."
2,"상품은나쁘지않고 좋았는데
박스로포장되어서왔지만
어떤걸쓰는지 박스에서냄새가너무심하네요
사진은패스했습니다
마스크는 가볍고 쓰기에는불편함이없지만
대형도 크긴크네요 성인남성이쓰긴에
딱이고 성인여성이면서 얼굴이작은사람은
좀크네요. 한번꼬와서쓰고있어요"
2,생각보다 면이부드럽지않네요......
2,사이즈가 약간 작게 나온거 같습니다  초등학생 선물로 줬는데  귀가 아프다고 하네요
2,마스크를 꺼내쓰다보니 두개씩 겹쳐져서 박음질이 되어있네요 ㅠ 몇개가 그런상태로 포장되어왔어요 갯수가 맞는지 세어보지 않았지만 좀황당해요
2,아들이  냄새가 좀 난다고 안쓸라 하네요
2,가늘게 올라온 부직포 실밥이 너무 간지러
2,"마스크는 괜찮은데
AD마스크 이거 맞나요?
일회용 덴탈 마스크 같은데요.
그리고 수량도 30개 뿐이네요.
50개 주신다고 해서 구매했는데"
2,감사합니ㅏ 잘상ㆍㅇ해ㆍ
2,그냥 비슷해요. 대형인데 여자들이 사용하기엔 다소 큰편이라 착용시 들뜨는 현상이 생깁니다.
2,필터가 중국산이라는데 아쉽지만 배송 빨라서 괜찬음
2,머가 묻어있어서..좀..찝찝..반품하기 귀찮아서 걍 하긴할껀데..300개나 시켰는데..에효..
2,사용하기 편리합니다
2,"kf94 구매하고 증정으로 10장 받은제품이 너모 좋아서 추가로 구매한건데
면이 쭈글쭈굴하고 증정이랑 달라서 별로였어요..."
2,숨쉬기가 힘들어요 그런데 가격은 괞찮네요
2,어느제품이나 개개인마다 장단점이 있을수있는데..하지만 좋다는 상품평이 더 많길래 구매해봤는데 여자인제가 쓰기엔 귀는안아플거같은데 약간헐렁하고 마스크 가운데는 도툼하고 보드라우나.. 가장자리가 까슬거려서.. 착용하기가 불편한.. 기존에쓰던마스크 여러제품 다 비교까지해봤네여 가장자리가 손으로 만져봐도 종이장같이...ㅜㅜ 50개만 사길잘했고 서비스로준비말용마스크가 오히려 따갑지않고 보드러워요 싼값에 쓰긴합니다만.. 활동하면서 더 써봐야겠어요
2,너무커요 그래서 잡아주는 느낌이 없어요
3,"재구매 입니다. 저도 리뉴얼 차이로 후기남깁니다.  
 저는 하루에 마스크 끼는 시간이 매우 적어서 마스크 한개로 3일정도는 사용가능했습니다. 1년전 제품은 유일한 단점이 보풀이 잘 일어난다였습니다. 3일이상도 사용가능할 정도로 사용시간이 매우 적었지만 보풀때문에 교체했습니다. 이번제품은 냄새도 거의 없으며 보풀은 안일어나지만 대신 다른 단점이 많이 존재합니다. 일단 코팅재질이라 빳빳한데 여기서 모든 단점이 시작됩니다. 가장자리부분, 즉 테두리 부분이 날카로워 까슬하게 걸리는 느낌이 한번씩 느껴집니다. 마치 티셔츠 목에 텍 걸리는 느낌처럼요 ㅎㅎ 또 턱이랑 코부분이 빳빡해서 예전처럼 얼굴에 착 감기는 느낌이 아니라 착용감이 상당히 떨어지며 마스크가 건들려서 올라가게되면 눈을 찌를수도 있습니다. 착용감이 떨어지기에 겨울철 찬바람이 턱 코 등으로 숭숭 들어옵니다. 코팅느낌이라 피부에 닿는 느낌도 차갑습니다 . 비닐재질 패딩을 차가운상태로 반팔입은 맨살에 바로입는 느낌입니다 ㅎ  마스크 하나를 오래 착용하시는 분이라면 보풀때문에 이번제품이 좋으실듯하고, 마스크를 자주 바꿔끼시는분은 저번 제품이 좋으실듯합니다. 저는 장단점이 너무 뚜렷해 우열을 못가리겠습니다.  제 개인적인 생각은 코부분 안쪽만 예전 안감으로 하는 하이브리드형 및 박음질 끝부분이 날카롭지않게 마감이 되었으면 하는 마음입니다."
3,이게 새부리형 대형이라고 하는데 특대형인듯 합니다. 타회사꺼는 대형이라도 이정도는 아니고 그래도 쓸 수 있는 대형이었는데 이건많이 큽니다. 100개나 되는데 이미 뜯었기에 교환도 못하고 다른 사람한테 줬네요. 다시 구입해야 하는 상황이네요. 😓
3,배송 빨라요 보풀도 없고 귀도 편한데 예전꺼에 비해서 많이 뽀시락거리고 냄새가 많이나요 3번째 구입인데 갈수록 품질이 떨어지는 느낌이네요
3,안녕하세요.반가방가입니다요
3,엄청크지는 않았어요
3,보풀이 없어서 좋긴한데 겨울철에는 좀 딱딱해져서 아프네여.
3,"빠른배송으로 잘 받았는데요
1개가 덜 왔어요 ㅜㅜ"
3,마스크 자체가 큰게 아니라 끈이 헐거워요.
3,"간지럽ㄱㅓ나 그러진않아서 괜찮은데
생각보다 여유가없어서 오래끼면 얼굴에 자국남아요
얼굴 가로폭 크신분들은 이거말고 다른거쓰세용"
3,사이즈는 좋으나 민감한 피부에는 좀 아파요
3,아직 안 써봣지만 좋아보입니다
3,빠른배송 좋아요 착용감은 마감부분이 까칠해 좀 불편해요 이미 삿으니 더 써볼게요
3,휴대하기 좋고 마스크 괜찮네요
3,"가격이 저렴한편으로 구입하게 되었는데,하나씩 포장되어 있어서 위생적으로는 훌륭하네요. 포장재를 뜯고 곧바로 착용해도 냄새가 나지 않는점도 좋네요.
하지만, 조금 아쉬운거는 빳빳한 느낌이 있어서 착용감은 약간 떨어지고, 생각보다 너무 얇아서 바이러스를 잘 막아낼지 모르겠다는 생각이 듭니다.
조금 아쉬운 부분은 있지만 잘 사용하겠습니다. 하루 빨리 코로나가 잠식되면 좋겠네요."
3,마스크가숨쉬기가 편하고좋아요
3,숨쉬기 편하고  하루종일 사용해도 귀가 아프지않아서  만족합니다
3,귀가아프지않을꺼같아요
3,생각한거보다 두께라 해야하나? 좀 얇아서 아쉽 (개인적 취향)
3,냄새도 없고 좋내여.
3,가볍고 귀가 안아파요. 두께가 얇은편이에요
3,세번째 구입입니다. 재질이 바꼈네요.. 얼굴에 닿는 부분이 비닐 같이 저렴하게 바꼈어여....순면 함량이 확연하게 적어진게 느껴집니다...실망이네요.
3,분명 저 이미지 나온 사진보고 시켰는데 제가 원하는 마스크가 아니네요.. 일단 시켰으니 잘 쓰겠습니다..
3,"마스크는 원래쓰던거라 늘 사는데
이번에 배송 너무 늦어가지고 짜증났어요"
3,평범하게 쓰기좋은 마스크...
3,다가올 겨울용으로 쓰기에 좋은거같아요
3,배송도 빠르고 좋았습니다.
3,..........
3,좋습니다 좋습니다 좋아요
3,편해요~~~~~~~
3,계속 사용해왔는데 이번에 재질이 바뀌었는지 비닐 느낌나고 뻣뻣하고 별로네요
3,좋아요 좋아요 좋아요
3,"사용기 보고 프리미엄을 구매했는데 생각보다 좋은지 모르겠네요. 원단이 뻣뻣해서인지 콧등과 볼이 편하지 않아요. 지금까지 3개 사용해봤는데 어떤 건 볼이 따끔한 경우도 있어요. 원단이나 절삭이 문제인 듯, 다음에 다시 구매할지는 미지수"
3,좋아요 사용감도 좋구요
3,마스트를 쓰면 아래쪽 사이드 부분이 거칠어 피부가 약간 따끔하네요. ㅠ.ㅡ
3,예전부터 너무 좋아해서 꾸준히 사용하던 제품이었는데.. 이번 거는 볼이 꺼끌거려서 저번 것과 비교해 보니 마감이 좀 다르네요.. 전에는 일자 모양이었는데 이번 거는 절개가 되어 있어요.. 불편함 없이 쓰던 제품이었는데 계속 구매해야 할지 고민입니다 ㅠㅠ
3,좋아요 배송도빨리오고 마스크도괜찮네요
3,두번째 구매예요~~~
3,"빈봉투만 있어요 
안에 마스크 없어요~"
3,"사이즈 좋아요
안쪽에 미세한 올이 하나씩 있어
코가 간질간질해서 안감한 일 빼고 좋습이다"
3,"리뷰 평가가 너무 좋아 믿고 구매했는데요.
저에게는 그렇지 않습니다. 생각보다 재질이
뻣뻣하고 피부에 닿는 느낌도 별로입니다."
3,항상 쓰는 제품이라... 깨끗하고 냄새도 없고 좋아요.
3,생각보다 배송이 조금 늦었지만 잘 도착했어요.
3,제품 자체는믿을만하고 깔끔해서 좋은데...대형사이즈가 다른제품에비해 성인남자한테는 작은것 같아요...
3,써보구 재구매하려구여.
3,오래사용할 경우 귀가 좀 아파요. 귀걸이선이 조금 더 길었으면 좋겠네요. 일부 타사 저품 처럼 보풀이 일어나지는 않습니다
3,"생각보다 사이즈가 조금 작은듯 하네요.
퀄리티는 좋아요~"
3,빠른배송 좋아요 ~
3,전에도 구입했었는데 좋네여
3,"남편이 쓸려고 샀는데 얼굴이 큰편이 아닌데도 사이즈가 약간 작은 것 같아요. 
새부리 쓰다가 평이 좋아서 시켰는데 이건 아들이 쓰고 남편꺼는 다시 시켜야 할 것 같아요."
3,그냥 보통입니다!!사이즈는 넉넉합니다!!
3,항상 구매하는 제품입니다
3,잘 쓰고 있어요 저렴하게 사서 좋네요
3,깨끗하고 착용감도 좋은데 단점이 마스크 안쪽에 흡수력이 부족해서 숨을 쉴때마다 입김이 맺혀져서 항상 젖어있네요 ㅜㅜ
3,면이 비닐이같이 뻑뻑하니 별로라고 작은애가 맘에 안들어 하네요 ㅠ 많이 샀는데 ㅠ 그래도 가격이 저렴하니깐 ㅠ
3,빠른배송에 좋습니다
3,예전에100매구매하고.다써서.이번에재주문했는데.비닐제질이강하고.전보다너무안좋아요.
3,배송 빠르고 맘에들어요
3,좋아요 좋아요 ㆍ좋아요
3,양쪽 끝쪽이 마무리가 안 좋고 거칠어 까칠까칠합니다.
3,빠른배송감사합니다 수고하세요
3,이제품 추천합니다용...
3,여자한테 대형은 생각보다 크네여 중형 추천합니다
3,우리 가족 최애 화장실 용품
3,기대 많이 했는데 저는 좀 불편하네요 ㅠㅠ
3,"잘 받았습니다.
얇아서 호흡 하기가 편하네요."
3,"편하고 좋았습니다!! 화이트 색감이 부담되지않고   깔끔하게 늘 사용하기편하고
착용하기좋았습니다.다음에도 마스크 재구매하고싶어요."
3,두번째 구매예요.편하고 괜찮아요
3,"마스크  맨날 얻어쓰다가 드디어 돈주고샀는데요...나온 설명대로 마스크가 가볍고 귀도 안아파요.
그런데 사진처럼 옆에 저부분때문에 볼에 긁히듯이 아파요. 보완하면 좋을것 같네요"
3,배송이 빨라서 넘 좋앗어요
3,새부리형은 커서 귀가 안아픔
3,새부리형은 커서 귀가 안아픔
3,숨 쉬기 편하고 크기도 적절해서 잘 쓰고 있습니다. 다만 끈이 약해서 잘 떨어집니다.
3,빠른 배송 좋았습니다
3,빠른 배송 좋았습니다
3,예전에는 안 그랬는데 다시 생각나서 주문하고 사용하니 얼굴에 여드름이 많이 나네요 왜일까요 ㅠㅠ
3,"갈수록 비싸지는 가격.. ㅠㅠ
그래도 기가막히게 필터링해주는 마스크는 여기가 최고네요"
3,배송도 빠르고 가격대비 쏘쏘해요
3,처음에는 마스크의 끈과 면의 접히는 부분이 뺨에 거스렸는데  적응이 되고 있음.
3,프리미엄이 더 좋은가 싶어 구매 했는데일반과 뭐가 다른지 궁금하네요  설명이 없어서......촉감이 부드럽지 않아요
3,매번 쓰는 마스크입니다 깔끔하그 좋아요
3,빠른 배송감사합니다
3,마스크가 자주 접히고 고정이 잘 안되는거 같아 살짝 불편해요
3,"답답하지는 않은데 재질이 너무 뻣뻣해요 ㅜ
그래도 열심히 쓰고 있습니다."
3,제대로 잘 막아주길 바랍니다
3,"마스크는 너무 좋아요 200매사며뉴덴탈 50매 주는것도ㅠ좋은데 ... 박스에 50개씩 비닐은 다 있는데... 
간혹가다가 마스크가 없는비닐이 있네요 ... 
잘검수 부탁드려요~"
3,배송빠르고 잘받았어요
3,"갈수록 가격이 비싸지네요;; 
품질은 같은데 박스디자인만 계속 바뀌는데도 가격이 점점 비싸지는 이유는..?
3번째 구매했지만 다음구매부터는 안할것같습니다.
새부리 마스크는 가운데선 불량들이 쫌 있네요ㅠㅜ 어쩔수없지만 그냥 씁니다."
3,양이 많이서 좋네요~
3,KF94로서 특별히 나쁜 점은 없었어요. 다만 끈과 마스크가 이어지는 부분이 조금 따가웠어요.
3,생각보다 크기가 커서.. 그래도 받은김에 사용해보려합니다. 첫구매다 보니. 써보고 좋으면 재구매 할게요~
3,너너무무조조아아요요
3,두번째 구매입니다. 배송도 빠르고 좋아요.
3,가볍긴한데 땀차면 마스크 윗부분이 피부에닿여서 따갑네요
3,항상 이 마스크만 써요
3,좋아요 귀가 아프지 않아서 좋아요
3,새부리형보다 그냥 기본형이 더 맞는것 같습니다 사람마다 다를지도 모르겠네요
3,얼굴이 작은편이라고 자주 듣는 저에게는 너무너무 커서 사용할 수가 없어요. 아예 턱밑까지 흘러내려버려서 착용이 안되요.
3,항상 쓰던거 재구매했는데 개인적으로 전버전이 더 좋네요 ㅜㅜ
3,착용해보니 생각보다 마스크 너무 커서 조금 사용하기가 불편합니다.
3,처음 써봐요.조금 얇은 감이 있네요
3,막 착용해도 냄새없어서 좋아요
3,2년째 쓰고 있어요 아주괜찬아요
3,모양 아래부분이 갸름하게 잘 빠진 건 아니라 불만이지만 가볍고 귀아프지도 않아 그럭저럭 쓸만합니다.
3,가격도 좋고 배송도 빨라요
3,"처 소재가 아니라 종이같은 소재입니다.
구매하시는 분들은 참고하세요."
3,"사이즈가 작아지네요..
쫀쫀한 느낌은 있어요"
3,저렴하게 구매한 것 같아요 좋네요
3,검정은색이 별로네요.흰색이나요
3,마스크 안쪽 먼지 안 날리고 두께도 압착이 잘 돼서 얇으면서도 탄탄한 건 좋아요. 그런데 사이즈가 좀 작은지 말할때마다 얼굴 움직임에 마스크가 같이 움직여서 불편하네요. 가만히 있을땐 좋은데 그게 아쉬워요. 사이즈가 조금 더 크면 좋겠어요.
3,"몆 장 쓰고 여름이라 더워서, 확진자 수도 줄고 방역수칙도 완화되어 비말로 바꿔쓰고 있는데 곧 찬바람 부니 다시 써야겠어요. 귀는 편해요"
3,"아들 줄여구 대자를 샀는데 아들이크다고하네요 
다른제품을 착용했을때는 크다고안했는데 그리고 뻣뻣해요"
3,저렴하고 품질좋아요!
3,배송도 빠르고 편하고 좋아요
3,"마감이 부드럽지 못한 부분이 있습니다.
지금까지 5개쯤 사용했는데 얼굴에 닿는 양쪽 끝부분이 따가워서 불편해요"
3,"아직 사용은 안했어요
빠른배송"
3,착용했을때 비닐 느낌이 나요
3,"사이즈도 크고  좋아요
싸게 구입했어요"
3,마스크 블랙이라 괜찮아요
3,착용감은 좋은데 숨쉬기가 너무 불편해요. 비닐 부스럭거리는 소리도 나서 조용한 곳에서 오래 있기에는 좀 불편합니다.
3,다섯번째 재구매중입니다..핏감도 편안하고하지만 가격은 좀처럼 그대로입니다...잘쓰고있어요
3,배송이 빠르진 않네요 좋은거뉴같아요
3,"마스크가 너무커요
일반대형쓰면 잘 맞았는데 끈이 헐렁.
한번꼬아서 쓰긴하는데 귀가아프네요"
3,빳빳한 종이느낌 입니다 좀 부드러우면 좋겠어요
3,버스러버스럭 소리가 심해요.
3,항상가성비 좋은 제품 입니다
3,귀가 너무 아파요.
3,비닐처럼 사부작 거리는 소리가 너무 거슬려요ㅜ
3,빠른배송감사합니다!
3,"좋아요 
쓰기편해요"
3,편해야 한다 좋아요 그리고 제가 직접 하는
3,얇은 두께가 장단점이 있는 것 같습니다
3,좋아요 굿에요~~~~
3,배송만족 귀가 아프지않은건 아님
3,얇아서 좋아요~ㅎㅎ
3,오래 착용하면 귀 부분이 아프지만 못쓸정도는 아니고 잘 쓰고 있습니다.
3,작년부터 클리앤영 쓰다가 다른거는 못쓰겠어서 너무 만족하고 쓰고있습니다. 근데 이번에는 처음으로 귀도 좀 불편하고 얼굴에 닿는부분도 좀 거끌거리는 느낌이나서 .. 제품이 좀 변한건지 다음에 재구매해서 한번 더 써보겠는데 제품에 좀더 신경써주시면 좋겠습니다.
3,냄새가 심햇어요ㅇㅇ
3,"이것도 계속 쓰면 결국에는 귀는 아프지만
딴 것 보다는 덜해요"
3,재질이 바뀌었네요...전에껀 부드러웠는데 오늘 받은건 뭔가 좀 비닐 스러운? 바스락 거리는 재질이네요  일단 사용해보고 한달후기로 남길께요
3,편해서 계속 구매하는 제품이에요
3,"코로나 이후로 계속 이곳에서만 마스크 구입하여 착용하고 있어요! 그런데 그간 한번도 불량이 온적은 없었는데 이번에 배송시킨 제품은 사용한지 몇일 안돠었는데 불량이 두개나 발견되어서 조금 아쉬웠습니다 두개 다 아랫부분 마감이 사진과 같이 되어있었어요~ 그간 잘 쓰고있었는데,  조금만 더 꼼꼼하게 제품이 검수되었으면 하는 생각이 들어 아쉽네요.."
3,"크기가 다른데꺼보다 작게 나왔네요. 남자들껀 일반대형했는데 얼굴은 작은 사람은 괜찮은데 일반남성은 넘 달붙네요. 여자는 얼굴이 작은편이라  새부리형M 시켰는데  사이즈는 맞긴하는데 볼부분이 넘 붙어서 화장품이 많이 뭍네요
구입하실때 참고하세요"
3,잘 받았어요  .............
3,처음에 향?이 저랑 안맞는지 코가 간질거려서 마스크를 꺼내 놓았다가 사용하니 괜찮아졌어요. 지금은 잘 사용하고 있답니다.^^
3,"촉감을 좀 부드럽게 만들었으면 좋겠네요.
피부에 닿는 느낌이 너무 거칠어요.
남편이 못 쓰겠다고 하네요.ㅠ"
3,"다른건 모르겠는데
 마스크 촉감이 너무 뻣뻣해서
얼굴에 닿는 느낌이 안좋다고
남편이 안써요. 200개나 샀는데 난감하네요."
3,좋아요 만족합니다!
3,귓등이 아파서 안아픈 마스크라길래 샀는데 아파요 숨쉬는편하고 보풀도 없어용
3,우리 아이 최애 마스크. 우리 가족 전용 마스크랍니다.
3,약간재질은뻣뻣하긴한데괜찮습니다 여자는끈이약간길어한쪽은 매듭지어사용하구있어요
3,배송은 정말 빨리 왔어요
3,저희 남편은 잘 쓰고 있습니다만.. 광대가 나온 저는 마스크에 볼에 너무 밀착되서 인지 마스크 경계선에 닿은 부분에 트러블이  생겼어요. 확실히 코부분은 숨쉬기 더 수월한데.. 광대에 밀착되어 그 부분만 화장도 많이 묻어나고 그래서 좀 아쉽네요
3,대형으로 구매했는데 전 널널하니 편해요
3,택배사가 오늘 내도록 연락 없다가 집에 사람이 있는데 그냥 경비실로 배달해놓고 문자 하나 띡 보내네요ㅋㅋㅋ 그래도 제품에 문제는 없어보여서 3점 드림.
3,제품설명과 동일합니다
3,제품설명과 동일합니다.
3,"저렴하고 개별포장되서 좋은데
안쪽에 보풀이생겨 오후에는 약간불편함을 느껴요"
3,가벼운데 좀 딱딱하네요
3,조 아 요 ㅎ ㅋ ㅋ ㅎ
3,얼굴작은 사람한테는 좀헐겁네요.
3,마스크 크기가 생각보다 작은 느낌이 있습니다
3,잘받았습니다 잘받았습니다
3,조아요조아요좋아요좋아요좋아요좋아요
3,"얼굴이 작은 사람한테 잘 맞을듯 합니다
약간 뽀시락 거리는 재질이에요"
3,오래착용하면 귀가 너무아파요!!!!!ㅠㅠ
3,그냥 쓸만합니다 그냥 쓸만합니다
3,잘받았어요 ㅎㅎ 배송빠르고좋네요
3,좋습니다 가격대비 많이 파세여
3,"좋진 않고요, 딱 무난한정도 보통정도 이정도입니다."
3,어머니께 사드렸는데....얇아 톡톡하지않은점이 싫다하시네요ㅠ
3,"배송 완전 빠르고, 보풀 안생기고 부드러운 느낌이라 좋아요. 단점은 제가 원래 쓰던 마스크에 비해 땀이 차요."
3,좋은상품 빠르게 잘 받았습니다.
3,빳빳한 느낌이에요..
3,"평이 괜찮아서 구매했는데
그냥 보통이예요"
3,배송은 빠르지만 품질은 살짝 아쉬움
3,"그동안 잘 썼는데 좀 실망스럽네요
포장지도 잘 안 찢기고 열어보니 하자 있는 마스크에..."
3,얇아서 종이같아요 고급으로 사는게 좋겠어요
3,잘구매한것같아요^^
3,대형인데  다른 제품보다 좀 작은듯하네요
3,"얇고 가벼워요. 안쪽이 얇은 한지와 습자지 중간쯤 되는 느낌이에요 만져보니 매끄러워서 콧등이 안간지러운줄 알았더니 그렇지는 않네요 1+1 인줄 알고 구매했는데 아니어서 실망이네요 ㅠㅠ 내겐 너무 비싼 마스크
얇아 그런지 얼굴에 너무 달라붙어 조금 불편해요"
3,성인 여성 얼굴 사이즈에는 넘 커서 들뜸
3,낱개 포장에 제품도 믿음이 가요
3,좀작고 너무 빳빳해요
3,클린앤영 KF94 마스크 대형 100매 스탠다드
3,음 원래 쓰던 제품이있었는데 처음 주문해봤는데 너무 비닐 느낌이에요. 바스락 거리구요.
3,후기보구구매햇어용.
3,"재질이 바꼈나보네요..
옛날보다는 면 자체가 얇아졌는데 
남편은 코 부분이 너무 얇아 불편해졌다고 해요 
다음에는 다른걸로 갈아탈듯 싶어요."
3,얇아서 좋아요!!!
3,전보다 귀줄이 타이트해졌네요.
3,아직 뜯어보진않아서
3,가격대비 좋아요 강추합니다
3,배송도 제품도 괜찮아요
3,한 번 써보겠습니다.
3,한 번 써보겠습니다.
3,항상사용하는제품이에요
3,매번 구입해서 쓰는 제품입니다
3,핏이 별로라서 자주 손이 안가요 ㅠㅠ 특히 화장 하고 끼면 테두리 쪽으로만 타이트해서 화장 다 묻어나고 밀리고&hellip; 숨쉬는건 더운 여름만 아니면 괜찮은거같은데 ㅠ 다른 브랜드 마스크보다 작은 느낌이에요 버스 타고 출근하면 얼굴에 마스크자국 너무 선명함 ㅠ
3,"입은 편하고 귀도 안아프고 숨쉬기 좋은데
볼턱라인 부분이 조금 들뜨네요
감사하게 잘 쓰고 있습니다"
3,"신랑한텐 좀 작고, 저한텐 좀 크고...ㅠㅠ
약간 바스락 거리긴해도 털날림 없어 좋긴 한데.
무언가 20프로 만족하지 못하는 느낌^^"
3,"가격 저렴하고 제품도
좋네요... 강추 합니다."
3,"전에 쓰던 제품 품절이라
구매했는데 아들이 불편 하다네요"
3,보풀은 일어나지 않지만 여름용으로는 비추
