gender,birth,marriage_type,religion,income,code_job,code_region
2.0,2001.0,0.0,2.0,,,3.0
1.0,1956.0,3.0,2.0,,,3.0
2.0,1959.0,2.0,1.0,,,3.0
2.0,1970.0,3.0,1.0,130.0,521.0,3.0
2.0,1993.0,5.0,1.0,,,3.0
2.0,1998.0,5.0,2.0,,952.0,3.0
1.0,1934.0,1.0,1.0,,,3.0
2.0,1940.0,1.0,1.0,110.0,521.0,3.0
1.0,1963.0,1.0,1.0,250.0,412.0,3.0
2.0,1968.0,1.0,1.0,200.0,246.0,3.0
2.0,1992.0,5.0,1.0,240.0,312.0,3.0
1.0,1947.0,1.0,1.0,190.0,942.0,3.0
2.0,1947.0,1.0,1.0,,,3.0
2.0,1975.0,5.0,1.0,250.0,392.0,3.0
2.0,1979.0,5.0,1.0,210.0,259.0,3.0
1.0,1995.0,5.0,1.0,,,3.0
1.0,1973.0,3.0,1.0,280.0,910.0,3.0
1.0,1948.0,1.0,1.0,,,3.0
2.0,1948.0,1.0,1.0,,,3.0
1.0,2002.0,0.0,1.0,,,3.0
1.0,1972.0,3.0,1.0,223.0,314.0,3.0
1.0,1953.0,1.0,2.0,,,3.0
2.0,1948.0,1.0,2.0,,,3.0
1.0,1982.0,5.0,2.0,305.0,762.0,3.0
1.0,1971.0,1.0,1.0,603.0,411.0,3.0
2.0,1976.0,1.0,1.0,335.0,259.0,3.0
1.0,1998.0,5.0,1.0,,,3.0
1.0,2000.0,5.0,1.0,,,3.0
1.0,1949.0,1.0,2.0,,,3.0
2.0,1952.0,1.0,2.0,,,3.0
2.0,1977.0,1.0,2.0,,721.0,3.0
1.0,1973.0,1.0,2.0,467.0,899.0,3.0
1.0,2008.0,0.0,2.0,,,3.0
2.0,2012.0,0.0,2.0,,,3.0
2.0,1981.0,1.0,2.0,,,3.0
1.0,1978.0,1.0,2.0,341.0,245.0,3.0
1.0,2010.0,0.0,2.0,,,3.0
1.0,2013.0,0.0,2.0,,,3.0
1.0,1955.0,4.0,2.0,261.0,799.0,3.0
1.0,1979.0,5.0,2.0,,761.0,3.0
1.0,1961.0,1.0,2.0,,,3.0
2.0,1962.0,1.0,2.0,115.0,421.0,3.0
2.0,1985.0,1.0,2.0,,,3.0
1.0,1981.0,1.0,2.0,243.0,799.0,3.0
1.0,1965.0,4.0,2.0,,532.0,3.0
1.0,2001.0,0.0,2.0,,,3.0
2.0,2006.0,0.0,2.0,,,3.0
2.0,1945.0,2.0,1.0,,,3.0
1.0,1966.0,1.0,1.0,408.0,782.0,3.0
2.0,1959.0,1.0,2.0,,,3.0
2.0,1996.0,5.0,1.0,,,3.0
1.0,2001.0,0.0,2.0,,,3.0
2.0,1934.0,2.0,2.0,,,3.0
1.0,1938.0,1.0,1.0,,823.0,3.0
2.0,1944.0,1.0,1.0,27.0,941.0,3.0
2.0,1934.0,2.0,1.0,,,3.0
2.0,1995.0,5.0,1.0,,,3.0
2.0,1936.0,2.0,2.0,,,3.0
1.0,2000.0,5.0,2.0,180.0,922.0,3.0
2.0,1997.0,5.0,2.0,,,5.0
2.0,1996.0,1.0,2.0,,,3.0
1.0,1993.0,1.0,2.0,210.0,761.0,3.0
1.0,2017.0,0.0,2.0,,,3.0
1.0,1945.0,2.0,2.0,151.0,942.0,3.0
2.0,1926.0,2.0,2.0,,,3.0
1.0,1950.0,1.0,1.0,167.0,941.0,3.0
2.0,1961.0,1.0,1.0,110.0,421.0,3.0
2.0,1983.0,5.0,1.0,,,3.0
2.0,1998.0,5.0,1.0,,,3.0
2.0,1980.0,1.0,2.0,74.0,930.0,3.0
1.0,1979.0,1.0,2.0,350.0,231.0,3.0
2.0,2010.0,0.0,2.0,,,3.0
2.0,2012.0,0.0,2.0,,,3.0
1.0,1954.0,1.0,1.0,,431.0,3.0
2.0,1955.0,1.0,1.0,,,3.0
2.0,1981.0,5.0,1.0,211.0,722.0,3.0
2.0,1949.0,2.0,1.0,,,3.0
1.0,1974.0,5.0,1.0,,910.0,3.0
1.0,1952.0,3.0,2.0,,,3.0
2.0,1943.0,2.0,1.0,,,3.0
1.0,1941.0,1.0,2.0,,,3.0
2.0,1945.0,1.0,2.0,,,3.0
1.0,1941.0,1.0,1.0,,,3.0
2.0,1946.0,1.0,1.0,40.0,951.0,3.0
1.0,1973.0,1.0,2.0,100.0,254.0,3.0
2.0,1978.0,1.0,2.0,430.0,313.0,3.0
2.0,2012.0,0.0,2.0,,,3.0
2.0,2014.0,0.0,2.0,,,3.0
2.0,1972.0,3.0,2.0,170.0,399.0,3.0
2.0,2000.0,5.0,2.0,80.0,521.0,3.0
2.0,1935.0,2.0,1.0,,,3.0
2.0,1966.0,5.0,1.0,,,3.0
2.0,1953.0,2.0,1.0,60.0,521.0,3.0
2.0,1944.0,2.0,1.0,,,3.0
1.0,1970.0,3.0,1.0,,,3.0
2.0,1996.0,5.0,2.0,176.0,313.0,3.0
1.0,1959.0,1.0,2.0,,922.0,3.0
2.0,1963.0,1.0,2.0,,,3.0
1.0,1948.0,3.0,2.0,,,3.0
2.0,1967.0,2.0,1.0,,521.0,3.0
1.0,1992.0,5.0,2.0,250.0,399.0,3.0
1.0,1978.0,1.0,1.0,648.0,312.0,3.0
2.0,1979.0,1.0,1.0,492.0,313.0,3.0
2.0,2007.0,0.0,1.0,,,3.0
1.0,2011.0,0.0,1.0,,,3.0
1.0,1952.0,1.0,1.0,,873.0,3.0
2.0,1957.0,1.0,1.0,202.0,442.0,3.0
1.0,1945.0,1.0,2.0,,,4.0
2.0,1947.0,1.0,2.0,,,4.0
1.0,1969.0,1.0,2.0,,,3.0
2.0,1971.0,1.0,2.0,,,3.0
1.0,1996.0,5.0,2.0,,,3.0
1.0,1970.0,1.0,2.0,,783.0,3.0
2.0,1975.0,1.0,2.0,,721.0,3.0
1.0,2005.0,0.0,2.0,,,3.0
1.0,1965.0,1.0,1.0,,442.0,3.0
2.0,1968.0,1.0,1.0,,,3.0
1.0,2000.0,5.0,1.0,,,3.0
1.0,2005.0,0.0,1.0,,,3.0
1.0,1949.0,1.0,1.0,,,3.0
2.0,1954.0,1.0,1.0,,,3.0
1.0,1962.0,1.0,1.0,423.0,411.0,3.0
2.0,1964.0,1.0,1.0,30.0,999.0,3.0
2.0,1997.0,5.0,1.0,,,3.0
1.0,1961.0,1.0,1.0,877.0,251.0,3.0
2.0,1965.0,1.0,1.0,725.0,252.0,3.0
2.0,1994.0,5.0,1.0,,,3.0
2.0,2000.0,5.0,1.0,,,3.0
2.0,1939.0,2.0,1.0,,,3.0
2.0,1949.0,2.0,1.0,,,3.0
1.0,1941.0,1.0,2.0,,,3.0
2.0,1950.0,1.0,1.0,,,3.0
2.0,1985.0,5.0,2.0,,,3.0
1.0,1946.0,1.0,2.0,,,3.0
2.0,1953.0,1.0,2.0,,721.0,3.0
1.0,1972.0,1.0,1.0,,432.0,3.0
2.0,1975.0,1.0,1.0,,432.0,3.0
2.0,2002.0,0.0,1.0,,,3.0
1.0,2006.0,0.0,1.0,,,3.0
1.0,1973.0,3.0,2.0,392.0,149.0,3.0
1.0,1952.0,1.0,2.0,97.0,992.0,3.0
2.0,1950.0,1.0,2.0,,,3.0
1.0,1978.0,1.0,1.0,,442.0,3.0
2.0,1977.0,1.0,1.0,,442.0,3.0
2.0,1945.0,2.0,1.0,27.0,999.0,3.0
1.0,1964.0,1.0,2.0,,781.0,3.0
2.0,1967.0,1.0,2.0,165.0,721.0,3.0
1.0,1993.0,5.0,2.0,350.0,855.0,3.0
2.0,1994.0,5.0,2.0,,,3.0
1.0,1966.0,1.0,1.0,,792.0,3.0
2.0,1968.0,1.0,1.0,,,3.0
1.0,1996.0,5.0,1.0,,,3.0
1.0,1998.0,5.0,1.0,,,3.0
1.0,1978.0,1.0,1.0,658.0,510.0,3.0
2.0,1978.0,1.0,1.0,208.0,253.0,3.0
2.0,2006.0,0.0,2.0,,,3.0
2.0,2009.0,0.0,2.0,,,3.0
1.0,2011.0,0.0,2.0,,,3.0
1.0,1948.0,3.0,2.0,,,3.0
2.0,1980.0,1.0,1.0,,,3.0
1.0,1978.0,1.0,1.0,467.0,312.0,3.0
1.0,2011.0,0.0,1.0,,,3.0
2.0,2013.0,0.0,1.0,,,3.0
2.0,1935.0,2.0,2.0,,,3.0
1.0,1961.0,1.0,1.0,465.0,873.0,3.0
2.0,1998.0,5.0,1.0,,,3.0
2.0,1965.0,1.0,1.0,,,3.0
2.0,1991.0,1.0,2.0,268.0,243.0,3.0
1.0,1987.0,1.0,2.0,264.0,313.0,3.0
1.0,2015.0,0.0,2.0,,,3.0
1.0,1973.0,2.0,2.0,440.0,312.0,3.0
2.0,2003.0,0.0,2.0,,,3.0
1.0,2006.0,0.0,2.0,,,3.0
1.0,1940.0,2.0,2.0,,,3.0
1.0,1952.0,1.0,2.0,120.0,612.0,3.0
2.0,1954.0,1.0,2.0,,,3.0
1.0,1951.0,1.0,2.0,,,3.0
2.0,1952.0,1.0,2.0,250.0,951.0,3.0
2.0,1947.0,2.0,1.0,,,3.0
1.0,1972.0,3.0,1.0,,,3.0
1.0,1968.0,3.0,1.0,,,3.0
1.0,1938.0,1.0,1.0,,,3.0
2.0,1942.0,1.0,1.0,,,3.0
2.0,1940.0,2.0,2.0,70.0,941.0,3.0
1.0,1989.0,5.0,2.0,,,3.0
1.0,1943.0,1.0,1.0,,,3.0
2.0,1950.0,1.0,1.0,,,3.0
1.0,1981.0,1.0,1.0,417.0,239.0,1.0
2.0,1984.0,1.0,1.0,,,1.0
2.0,2013.0,0.0,1.0,,,1.0
1.0,2017.0,0.0,1.0,,,1.0
1.0,1935.0,1.0,1.0,,,3.0
2.0,1937.0,1.0,1.0,,,3.0
1.0,1959.0,1.0,2.0,,910.0,3.0
2.0,1959.0,1.0,1.0,100.0,930.0,3.0
2.0,1997.0,5.0,2.0,,953.0,3.0
2.0,1949.0,2.0,1.0,,,3.0
2.0,1971.0,5.0,2.0,883.0,281.0,1.0
1.0,1952.0,1.0,2.0,,799.0,3.0
2.0,1956.0,1.0,2.0,,,3.0
2.0,1981.0,1.0,2.0,300.0,243.0,3.0
1.0,1976.0,1.0,2.0,,753.0,3.0
1.0,2008.0,0.0,2.0,,,3.0
1.0,2013.0,0.0,2.0,,,3.0
2.0,1983.0,1.0,2.0,,510.0,3.0
1.0,1983.0,1.0,2.0,153.0,799.0,3.0
1.0,2012.0,0.0,2.0,,,3.0
1.0,2017.0,0.0,2.0,,,3.0
1.0,1947.0,1.0,1.0,,910.0,3.0
2.0,1946.0,1.0,1.0,,,3.0
2.0,1974.0,1.0,1.0,,,3.0
1.0,1975.0,1.0,1.0,360.0,411.0,3.0
1.0,2006.0,0.0,2.0,,,3.0
2.0,2008.0,0.0,2.0,,,3.0
1.0,1981.0,1.0,2.0,,873.0,3.0
2.0,1983.0,1.0,2.0,263.0,313.0,3.0
1.0,1979.0,1.0,2.0,309.0,874.0,3.0
2.0,1987.0,1.0,2.0,,,3.0
2.0,2014.0,0.0,2.0,,,3.0
1.0,2016.0,0.0,2.0,,,3.0
2.0,1941.0,2.0,1.0,,521.0,3.0
1.0,1972.0,5.0,1.0,300.0,762.0,3.0
1.0,1943.0,1.0,1.0,28.0,999.0,3.0
2.0,1945.0,1.0,1.0,,,3.0
1.0,1973.0,1.0,2.0,,429.0,3.0
2.0,1973.0,1.0,2.0,,999.0,3.0
2.0,2002.0,0.0,2.0,,,3.0
2.0,2003.0,0.0,2.0,,,3.0
1.0,1975.0,1.0,1.0,,441.0,3.0
2.0,1979.0,1.0,1.0,,,3.0
1.0,2004.0,0.0,1.0,,,3.0
1.0,2012.0,0.0,2.0,,,3.0
2.0,1947.0,2.0,1.0,,,3.0
1.0,1951.0,1.0,1.0,27.0,153.0,3.0
2.0,1955.0,1.0,1.0,,,3.0
2.0,1983.0,1.0,1.0,,,3.0
1.0,1981.0,1.0,1.0,267.0,510.0,3.0
1.0,2013.0,0.0,2.0,,,3.0
2.0,2018.0,0.0,2.0,,,3.0
2.0,1972.0,3.0,1.0,200.0,941.0,3.0
2.0,1995.0,5.0,2.0,356.0,243.0,3.0
2.0,1997.0,5.0,2.0,,953.0,3.0
2.0,1945.0,2.0,1.0,,,3.0
1.0,1959.0,1.0,1.0,230.0,942.0,3.0
2.0,1963.0,1.0,1.0,185.0,421.0,3.0
1.0,1986.0,1.0,2.0,515.0,411.0,2.0
2.0,1984.0,1.0,2.0,,,2.0
1.0,2015.0,0.0,2.0,,,2.0
2.0,2017.0,0.0,2.0,,,2.0
1.0,1989.0,5.0,2.0,320.0,411.0,3.0
1.0,1941.0,1.0,2.0,,,3.0
2.0,1943.0,1.0,2.0,,,3.0
1.0,1975.0,5.0,2.0,,,3.0
1.0,1973.0,1.0,2.0,600.0,151.0,3.0
2.0,1974.0,1.0,2.0,,,3.0
1.0,2007.0,0.0,2.0,,,3.0
1.0,2013.0,0.0,2.0,,,3.0
2.0,1946.0,2.0,1.0,,,3.0
1.0,1955.0,1.0,1.0,,510.0,3.0
2.0,1955.0,1.0,1.0,,510.0,3.0
2.0,1977.0,5.0,1.0,240.0,243.0,3.0
1.0,1964.0,1.0,1.0,,422.0,3.0
2.0,1963.0,1.0,1.0,175.0,930.0,3.0
1.0,1991.0,5.0,1.0,,431.0,3.0
2.0,1941.0,2.0,1.0,,,3.0
2.0,1941.0,2.0,2.0,,,3.0
1.0,1955.0,1.0,2.0,250.0,799.0,2.0
2.0,1955.0,1.0,2.0,68.0,421.0,2.0
2.0,1990.0,5.0,1.0,225.0,313.0,3.0
1.0,1948.0,3.0,2.0,,,3.0
2.0,1961.0,3.0,1.0,,,3.0
2.0,1992.0,5.0,1.0,200.0,952.0,3.0
1.0,1971.0,1.0,1.0,180.0,873.0,3.0
2.0,1967.0,1.0,1.0,,,3.0
1.0,1999.0,5.0,1.0,,,3.0
2.0,2003.0,0.0,1.0,,,3.0
1.0,2005.0,0.0,1.0,,,3.0
1.0,1971.0,1.0,2.0,502.0,862.0,7.0
2.0,1972.0,1.0,2.0,,,7.0
2.0,2005.0,0.0,2.0,,,7.0
1.0,2007.0,0.0,2.0,,,7.0
1.0,1971.0,1.0,1.0,258.0,431.0,3.0
2.0,1970.0,1.0,1.0,170.0,930.0,3.0
2.0,2006.0,0.0,1.0,,,3.0
1.0,1971.0,1.0,1.0,,873.0,3.0
2.0,1974.0,1.0,1.0,80.0,510.0,3.0
2.0,2001.0,0.0,1.0,,,3.0
2.0,2006.0,0.0,1.0,,,3.0
2.0,1978.0,2.0,2.0,211.0,399.0,3.0
1.0,2006.0,0.0,2.0,,,3.0
1.0,2008.0,0.0,2.0,,,3.0
1.0,1973.0,1.0,1.0,625.0,855.0,3.0
2.0,1973.0,1.0,1.0,188.0,246.0,3.0
1.0,1996.0,5.0,2.0,,,3.0
2.0,2001.0,0.0,2.0,,,3.0
1.0,1970.0,1.0,1.0,600.0,761.0,3.0
2.0,1973.0,1.0,1.0,,,3.0
2.0,2001.0,0.0,2.0,,,3.0
1.0,2003.0,0.0,2.0,,,3.0
1.0,1970.0,1.0,2.0,365.0,411.0,3.0
2.0,1972.0,1.0,2.0,242.0,253.0,3.0
1.0,2007.0,0.0,2.0,,,3.0
1.0,1936.0,1.0,1.0,,,3.0
2.0,1942.0,1.0,1.0,,,3.0
2.0,1978.0,1.0,1.0,120.0,259.0,3.0
1.0,2002.0,0.0,1.0,,,3.0
2.0,1934.0,2.0,2.0,,,3.0
1.0,1934.0,1.0,1.0,,,3.0
2.0,1937.0,1.0,1.0,,,3.0
1.0,1972.0,5.0,2.0,513.0,510.0,3.0
1.0,1954.0,1.0,2.0,236.0,873.0,3.0
2.0,1967.0,1.0,2.0,173.0,441.0,3.0
1.0,1993.0,5.0,2.0,,921.0,3.0
2.0,1986.0,1.0,2.0,,,3.0
1.0,1984.0,1.0,2.0,,149.0,3.0
2.0,2011.0,0.0,2.0,,,3.0
2.0,2015.0,0.0,2.0,,,3.0
2.0,1990.0,1.0,2.0,,,7.0
1.0,1989.0,1.0,2.0,333.0,753.0,7.0
1.0,2016.0,0.0,2.0,,,7.0
1.0,1971.0,1.0,1.0,,873.0,6.0
2.0,1971.0,1.0,1.0,184.0,864.0,6.0
1.0,1999.0,5.0,1.0,198.0,930.0,6.0
1.0,2000.0,5.0,1.0,,930.0,6.0
1.0,1974.0,1.0,2.0,230.0,921.0,3.0
2.0,1974.0,1.0,2.0,191.0,521.0,3.0
2.0,2000.0,5.0,2.0,25.0,952.0,3.0
2.0,2004.0,0.0,2.0,,,3.0
1.0,1969.0,1.0,2.0,,,3.0
2.0,1974.0,1.0,2.0,,254.0,3.0
2.0,2001.0,0.0,2.0,,,3.0
2.0,2003.0,0.0,2.0,,,3.0
1.0,2010.0,0.0,2.0,,,3.0
1.0,1968.0,1.0,2.0,195.0,899.0,3.0
2.0,1976.0,1.0,2.0,163.0,930.0,3.0
1.0,1957.0,1.0,2.0,333.0,863.0,3.0
2.0,1961.0,1.0,2.0,,442.0,3.0
1.0,1986.0,5.0,2.0,215.0,441.0,3.0
2.0,1939.0,2.0,2.0,,,3.0
1.0,1962.0,1.0,2.0,450.0,851.0,3.0
2.0,1962.0,1.0,2.0,245.0,312.0,3.0
2.0,1993.0,5.0,2.0,40.0,259.0,3.0
2.0,1934.0,2.0,1.0,,,3.0
2.0,1936.0,2.0,1.0,,,3.0
1.0,1971.0,1.0,1.0,460.0,783.0,3.0
2.0,1974.0,1.0,1.0,,,3.0
1.0,1999.0,5.0,2.0,,,3.0
2.0,2001.0,0.0,2.0,,,3.0
2.0,1971.0,1.0,1.0,183.0,992.0,3.0
1.0,1964.0,1.0,1.0,255.0,153.0,3.0
1.0,1962.0,1.0,2.0,348.0,753.0,3.0
2.0,1969.0,1.0,2.0,,,3.0
2.0,1998.0,5.0,2.0,,,3.0
2.0,1940.0,2.0,2.0,,,3.0
1.0,1977.0,1.0,2.0,270.0,431.0,3.0
2.0,1981.0,1.0,2.0,178.0,521.0,3.0
1.0,2015.0,0.0,2.0,,,3.0
2.0,2017.0,0.0,2.0,,,3.0
1.0,1937.0,1.0,2.0,,,3.0
1.0,1976.0,5.0,2.0,,910.0,3.0
2.0,1964.0,1.0,1.0,,941.0,3.0
1.0,1960.0,1.0,1.0,,510.0,3.0
1.0,1950.0,1.0,1.0,,,3.0
2.0,1957.0,1.0,1.0,,,3.0
2.0,1930.0,2.0,2.0,,,3.0
2.0,1937.0,2.0,1.0,,,3.0
2.0,1923.0,2.0,1.0,,,3.0
2.0,1974.0,3.0,1.0,180.0,421.0,3.0
1.0,2005.0,0.0,1.0,,,3.0
2.0,1931.0,2.0,1.0,,,3.0
1.0,1954.0,1.0,1.0,183.0,799.0,3.0
2.0,1958.0,1.0,1.0,,,3.0
2.0,1932.0,3.0,2.0,,,3.0
1.0,1964.0,1.0,1.0,,,3.0
2.0,1963.0,1.0,1.0,66.0,421.0,3.0
2.0,2004.0,0.0,1.0,,,3.0
2.0,1965.0,3.0,1.0,,521.0,3.0
2.0,1997.0,5.0,1.0,,,3.0
2.0,2001.0,0.0,1.0,,,3.0
2.0,1968.0,3.0,1.0,150.0,942.0,3.0
2.0,1994.0,5.0,2.0,130.0,422.0,3.0
2.0,1996.0,5.0,2.0,120.0,286.0,3.0
2.0,1996.0,5.0,2.0,170.0,521.0,3.0
1.0,1957.0,1.0,1.0,,753.0,3.0
2.0,1961.0,1.0,1.0,200.0,243.0,3.0
1.0,1984.0,5.0,1.0,150.0,223.0,3.0
2.0,1933.0,2.0,2.0,,,3.0
1.0,1969.0,1.0,2.0,583.0,312.0,3.0
2.0,1974.0,1.0,2.0,,,3.0
2.0,2003.0,0.0,2.0,,,3.0
2.0,2005.0,0.0,2.0,,,3.0
2.0,1947.0,5.0,2.0,,611.0,3.0
2.0,1944.0,2.0,2.0,85.0,941.0,3.0
2.0,1966.0,5.0,2.0,,,3.0
1.0,1943.0,1.0,1.0,,,3.0
2.0,1951.0,1.0,1.0,,,3.0
1.0,1974.0,1.0,2.0,130.0,239.0,3.0
2.0,1973.0,1.0,2.0,120.0,953.0,3.0
1.0,1999.0,5.0,2.0,,952.0,3.0
1.0,2000.0,5.0,2.0,,,3.0
2.0,1938.0,2.0,2.0,,,3.0
1.0,1951.0,1.0,2.0,,,3.0
2.0,1954.0,1.0,2.0,27.0,941.0,3.0
1.0,1983.0,1.0,2.0,,286.0,3.0
2.0,1983.0,1.0,2.0,,399.0,3.0
2.0,2009.0,0.0,2.0,,,3.0
2.0,2011.0,0.0,2.0,,,3.0
2.0,1981.0,1.0,1.0,,,3.0
1.0,1980.0,1.0,1.0,717.0,231.0,3.0
1.0,2017.0,0.0,2.0,,,3.0
1.0,1943.0,1.0,1.0,200.0,149.0,3.0
2.0,1949.0,1.0,1.0,,,3.0
1.0,1953.0,1.0,1.0,189.0,941.0,3.0
2.0,1955.0,1.0,1.0,,,3.0
1.0,2001.0,0.0,2.0,162.0,441.0,3.0
1.0,1952.0,1.0,2.0,,910.0,3.0
2.0,1952.0,1.0,2.0,,,3.0
2.0,1991.0,5.0,2.0,,,3.0
2.0,1989.0,5.0,1.0,355.0,222.0,1.0
2.0,1993.0,5.0,1.0,208.0,311.0,1.0
2.0,1953.0,3.0,2.0,,,3.0
2.0,1956.0,2.0,2.0,,,3.0
1.0,1974.0,1.0,1.0,,510.0,3.0
2.0,1974.0,1.0,1.0,105.0,259.0,3.0
2.0,2002.0,0.0,1.0,,,3.0
1.0,2007.0,0.0,1.0,,,3.0
2.0,1951.0,3.0,2.0,,,3.0
1.0,1937.0,1.0,2.0,,,3.0
2.0,1939.0,1.0,2.0,,,3.0
2.0,1967.0,3.0,2.0,,442.0,3.0
2.0,1939.0,2.0,1.0,,,3.0
1.0,1965.0,3.0,2.0,,,3.0
1.0,2006.0,0.0,1.0,,,3.0
2.0,1983.0,1.0,2.0,221.0,246.0,3.0
1.0,1937.0,1.0,1.0,,,3.0
2.0,1946.0,1.0,1.0,,,3.0
1.0,1974.0,5.0,1.0,380.0,510.0,3.0
2.0,1978.0,1.0,2.0,,,2.0
1.0,1978.0,1.0,2.0,433.0,510.0,2.0
1.0,2007.0,0.0,2.0,,,2.0
2.0,1955.0,2.0,1.0,200.0,521.0,3.0
1.0,1937.0,1.0,2.0,,,3.0
2.0,1950.0,1.0,2.0,,,3.0
1.0,1956.0,3.0,2.0,,,3.0
2.0,1945.0,3.0,1.0,,,3.0
2.0,1947.0,3.0,1.0,27.0,392.0,3.0
2.0,1947.0,5.0,1.0,,,3.0
2.0,1945.0,3.0,1.0,,,3.0
2.0,1939.0,2.0,1.0,,,3.0
2.0,1937.0,2.0,2.0,,,3.0
2.0,1944.0,2.0,2.0,,,3.0
2.0,2000.0,5.0,2.0,,,3.0
1.0,1950.0,3.0,2.0,,,3.0
1.0,1989.0,5.0,2.0,210.0,832.0,3.0
1.0,1933.0,2.0,2.0,,,3.0
2.0,1943.0,2.0,1.0,,,3.0
1.0,1947.0,3.0,1.0,,,3.0
1.0,1981.0,5.0,1.0,,,3.0
2.0,1935.0,2.0,1.0,,,3.0
2.0,1962.0,3.0,1.0,,,3.0
2.0,1969.0,3.0,1.0,,510.0,3.0
2.0,2000.0,5.0,1.0,158.0,992.0,3.0
1.0,1958.0,1.0,1.0,95.0,991.0,3.0
2.0,1961.0,1.0,1.0,120.0,521.0,3.0
2.0,1993.0,5.0,1.0,203.0,441.0,3.0
2.0,1991.0,5.0,2.0,214.0,330.0,3.0
1.0,1952.0,1.0,1.0,124.0,873.0,3.0
2.0,1959.0,1.0,1.0,,,3.0
2.0,1978.0,1.0,2.0,,,3.0
1.0,1979.0,1.0,2.0,,,3.0
2.0,2007.0,0.0,2.0,,,3.0
2.0,2010.0,0.0,2.0,,,3.0
2.0,1986.0,1.0,2.0,,285.0,3.0
1.0,1986.0,1.0,2.0,259.0,312.0,3.0
2.0,1962.0,3.0,1.0,228.0,441.0,3.0
2.0,1983.0,5.0,1.0,,312.0,3.0
1.0,1955.0,1.0,2.0,,873.0,3.0
2.0,1962.0,1.0,1.0,,,3.0
1.0,1994.0,5.0,1.0,,,3.0
1.0,1961.0,1.0,2.0,266.0,761.0,3.0
2.0,1964.0,1.0,2.0,,521.0,3.0
2.0,1990.0,5.0,2.0,218.0,431.0,3.0
1.0,1967.0,5.0,1.0,261.0,899.0,3.0
1.0,1940.0,1.0,1.0,,,3.0
2.0,1946.0,1.0,1.0,,952.0,3.0
1.0,1951.0,1.0,2.0,,,3.0
2.0,1954.0,1.0,2.0,,441.0,3.0
2.0,1981.0,5.0,2.0,,,3.0
1.0,1979.0,1.0,2.0,391.0,761.0,2.0
2.0,1980.0,1.0,2.0,173.0,999.0,2.0
1.0,2009.0,0.0,2.0,,,2.0
1.0,1933.0,2.0,1.0,,,3.0
1.0,1938.0,2.0,2.0,,521.0,3.0
1.0,1940.0,2.0,1.0,,,3.0
1.0,1961.0,3.0,2.0,,910.0,3.0
1.0,1993.0,5.0,2.0,220.0,952.0,3.0
2.0,1991.0,1.0,2.0,,,3.0
1.0,1989.0,1.0,2.0,246.0,753.0,3.0
1.0,1955.0,1.0,2.0,,,3.0
2.0,1960.0,1.0,2.0,210.0,441.0,3.0
1.0,1938.0,1.0,1.0,,,3.0
2.0,1940.0,1.0,1.0,,,3.0
1.0,1941.0,1.0,1.0,,,3.0
2.0,1940.0,1.0,1.0,,,3.0
2.0,1941.0,2.0,1.0,27.0,941.0,3.0
2.0,1935.0,2.0,1.0,,,3.0
2.0,1970.0,3.0,2.0,201.0,259.0,3.0
1.0,2004.0,0.0,2.0,,,3.0
1.0,1941.0,1.0,2.0,27.0,999.0,3.0
2.0,1947.0,1.0,2.0,,441.0,3.0
1.0,1952.0,1.0,1.0,,,3.0
2.0,1956.0,1.0,1.0,54.0,421.0,3.0
2.0,1993.0,5.0,2.0,,,1.0
1.0,1950.0,1.0,1.0,300.0,281.0,3.0
2.0,1956.0,1.0,1.0,,,3.0
2.0,1978.0,1.0,1.0,,,3.0
1.0,1978.0,1.0,1.0,326.0,910.0,3.0
2.0,2012.0,0.0,1.0,,,3.0
2.0,2015.0,0.0,1.0,,,3.0
2.0,1980.0,1.0,2.0,,,4.0
1.0,1980.0,1.0,2.0,250.0,251.0,4.0
2.0,2015.0,0.0,2.0,,,4.0
1.0,1972.0,1.0,2.0,393.0,873.0,3.0
2.0,1971.0,1.0,2.0,261.0,930.0,3.0
1.0,1996.0,5.0,2.0,,,3.0
1.0,1938.0,1.0,1.0,,521.0,3.0
2.0,1946.0,1.0,1.0,,,3.0
1.0,1971.0,1.0,2.0,,259.0,3.0
2.0,1985.0,1.0,2.0,,286.0,3.0
1.0,1949.0,1.0,2.0,157.0,942.0,3.0
2.0,1956.0,1.0,2.0,128.0,941.0,3.0
2.0,1963.0,3.0,1.0,,,2.0
2.0,1978.0,1.0,1.0,,,2.0
1.0,1998.0,5.0,1.0,105.0,432.0,2.0
1.0,1976.0,1.0,1.0,,991.0,2.0
2.0,2008.0,0.0,1.0,,,2.0
1.0,2013.0,0.0,1.0,,,2.0
2.0,2018.0,0.0,1.0,,,2.0
2.0,1949.0,1.0,2.0,,,3.0
1.0,1943.0,1.0,2.0,,,3.0
1.0,1942.0,1.0,1.0,,,3.0
2.0,1939.0,1.0,1.0,,,3.0
1.0,1962.0,1.0,1.0,,930.0,3.0
2.0,1969.0,1.0,1.0,138.0,952.0,3.0
2.0,1999.0,5.0,1.0,,,3.0
2.0,2004.0,0.0,1.0,,,3.0
1.0,1956.0,1.0,1.0,,875.0,3.0
2.0,1956.0,1.0,1.0,198.0,421.0,3.0
1.0,1972.0,1.0,1.0,,743.0,3.0
2.0,1977.0,1.0,1.0,235.0,930.0,3.0
2.0,2005.0,0.0,1.0,,,3.0
1.0,1969.0,1.0,1.0,424.0,149.0,3.0
